customer_id,region,acquisition_channel,membership_tier,preferred_category,tenure_months,orders,spend,avg_basket,discount_share,return_rate,support_tickets,days_since_order,email_engagement,satisfaction_score,lifetime_value,churned,latent_segment,recommended_action
C-00565,New South Wales,paid-social,silver,accessories,29,13,995.83,76.6,0.144,0.071,1,25,0.613,7.9,1404.12,1,Frequent-regulars,Free shipping threshold reminder
C-00566,Victoria,referral,none,recovery,22,12,991.62,82.64,0.177,0.133,2,46,0.545,7.8,1328.77,1,Frequent-regulars,Free shipping threshold reminder
C-00567,South Australia,retail-store,gold,accessories,37,37,6198.1,167.52,0,0,0,14,0.754,7.3,9235.17,0,VIP-loyalists,Early access and premium bundle
C-00568,Western Australia,search,none,accessories,18,12,931.38,77.62,0.215,0.075,2,43,0.452,8.8,1210.79,0,Frequent-regulars,Free shipping threshold reminder
C-00569,Tasmania,organic,none,apparel,21,6,449.92,74.99,0.333,0.199,4,109,0.192,5.2,598.39,1,Lapsing-customers,Win-back offer with service recovery
C-00570,Queensland,organic,silver,apparel,25,23,2986.89,129.86,0.179,0.023,1,21,0.694,8.6,4092.04,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00571,Western Australia,referral,none,jackets,25,5,353.95,70.79,0.289,0.129,2,91,0.273,5.7,484.91,1,Lapsing-customers,Win-back offer with service recovery
C-00572,South Australia,referral,gold,accessories,32,22,2997.42,136.25,0.14,0,3,16,0.774,7.9,4316.28,1,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00573,Western Australia,referral,none,hydration,28,12,896.05,74.67,0.143,0.077,1,24,0.66,8.3,1254.47,0,Frequent-regulars,Free shipping threshold reminder
C-00574,Western Australia,referral,none,recovery,11,6,450,75,0.098,0.115,0,18,0.554,7.4,553.5,1,Emerging-shoppers,Second-purchase education sequence
C-00575,Queensland,paid-social,none,apparel,4,2,172.37,86.19,0.297,0.083,1,18,0.59,8.6,199.95,1,Emerging-shoppers,Second-purchase education sequence
C-00576,New South Wales,organic,none,recovery,22,10,710.9,71.09,0.116,0.095,3,32,0.532,7.6,952.61,0,Frequent-regulars,Free shipping threshold reminder
C-00577,South Australia,retail-store,none,camp,2,5,365.3,73.06,0.257,0.112,1,20,0.62,9.1,416.44,0,Emerging-shoppers,Second-purchase education sequence
C-00578,Western Australia,paid-social,none,jackets,16,15,1162.2,77.48,0.21,0.104,3,30,0.519,6.8,1487.62,0,Frequent-regulars,Free shipping threshold reminder
C-00579,Queensland,paid-social,none,accessories,30,5,341.05,68.21,0.265,0.102,1,118,0.261,6.4,484.29,0,Lapsing-customers,Win-back offer with service recovery
C-00580,Queensland,retail-store,bronze,packs,26,5,380.38,76.08,0.311,0.173,1,146,0.03,4.4,524.92,1,Lapsing-customers,Win-back offer with service recovery
C-00581,Victoria,retail-store,none,packs,2,4,231.78,57.95,0.352,0.068,1,21,0.569,7.6,264.23,0,Emerging-shoppers,Second-purchase education sequence
C-00582,Tasmania,paid-social,none,camp,37,5,380.75,76.15,0.359,0.192,3,134,0.197,5.4,567.32,1,Lapsing-customers,Win-back offer with service recovery
C-00583,Victoria,retail-store,silver,jackets,28,22,3069.91,139.54,0.17,0.048,1,18,0.575,7.8,4297.87,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00584,Victoria,search,none,packs,30,10,809.38,80.94,0.178,0.03,0,24,0.484,6.9,1149.32,0,Frequent-regulars,Free shipping threshold reminder
C-00585,Western Australia,search,none,accessories,7,6,457.39,76.23,0.249,0.07,1,22,0.62,8.2,544.29,0,Emerging-shoppers,Second-purchase education sequence
C-00586,South Australia,organic,silver,hydration,31,29,4586.01,158.14,0.113,0.076,1,8,0.859,9,6557.99,0,VIP-loyalists,Early access and premium bundle
C-00587,South Australia,retail-store,bronze,footwear,31,6,485.03,80.84,0.302,0.149,3,124,0.146,6.1,693.59,1,Lapsing-customers,Win-back offer with service recovery
C-00588,Western Australia,search,silver,jackets,27,8,677.76,84.72,0.212,0.062,2,27,0.612,6.3,942.09,0,Frequent-regulars,Free shipping threshold reminder
C-00589,Tasmania,organic,none,jackets,10,11,966.54,87.87,0.151,0.053,1,41,0.392,7.6,1179.18,1,Frequent-regulars,Free shipping threshold reminder
C-00590,Tasmania,retail-store,silver,camp,23,12,1003.09,83.59,0.147,0.086,0,35,0.629,8.2,1354.17,0,Frequent-regulars,Free shipping threshold reminder
C-00591,Western Australia,search,none,camp,26,13,1057.31,81.33,0.182,0.121,1,25,0.706,8.3,1459.09,1,Frequent-regulars,Free shipping threshold reminder
C-00592,Queensland,search,silver,hydration,26,32,5051,157.84,0.04,0.021,1,3,0.945,9.3,6970.38,0,VIP-loyalists,Early access and premium bundle
C-00593,Tasmania,organic,silver,camp,2,2,154.57,77.28,0.289,0.117,1,25,0.705,7.3,176.21,1,Emerging-shoppers,Second-purchase education sequence
C-00594,Tasmania,organic,bronze,jackets,2,2,119.5,59.75,0.339,0.11,1,23,0.71,6.6,136.23,0,Emerging-shoppers,Second-purchase education sequence
C-00595,Western Australia,search,silver,apparel,13,3,213.49,71.16,0.242,0.036,1,24,0.515,8.4,266.86,0,Emerging-shoppers,Second-purchase education sequence
C-00596,Tasmania,referral,silver,hydration,27,17,2162.84,127.23,0.078,0.097,1,18,0.655,7.8,3006.35,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00597,New South Wales,retail-store,gold,camp,34,26,3506.78,134.88,0.058,0.112,2,22,0.778,8.9,5119.9,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00598,South Australia,paid-social,silver,camp,2,2,159.32,79.66,0.187,0.104,2,24,0.653,7.3,181.62,0,Emerging-shoppers,Second-purchase education sequence
C-00599,Western Australia,search,none,accessories,17,4,282.44,70.61,0.185,0.098,2,19,0.719,7.8,364.35,1,Emerging-shoppers,Second-purchase education sequence
C-00600,Queensland,referral,silver,camp,17,3,234.05,78.02,0.135,0.137,0,17,0.462,7.6,301.92,0,Emerging-shoppers,Second-purchase education sequence
C-00601,Tasmania,organic,none,accessories,2,3,230.58,76.86,0.309,0.091,2,21,0.565,7.1,262.86,0,Emerging-shoppers,Second-purchase education sequence
C-00602,Tasmania,search,bronze,accessories,15,2,141.25,70.63,0.371,0.059,1,18,0.526,8.3,179.39,0,Emerging-shoppers,Second-purchase education sequence
C-00603,Tasmania,retail-store,bronze,camp,18,8,713.94,89.24,0.149,0.144,1,36,0.523,6.8,928.12,0,Frequent-regulars,Free shipping threshold reminder
C-00604,Victoria,paid-social,none,apparel,11,10,879.06,87.91,0.191,0.123,2,29,0.623,7.4,1081.24,0,Frequent-regulars,Free shipping threshold reminder
C-00605,New South Wales,search,none,jackets,27,17,1456,85.65,0.136,0.077,3,36,0.591,8.9,2023.84,1,Frequent-regulars,Free shipping threshold reminder
C-00606,New South Wales,retail-store,silver,apparel,25,19,2546.71,134.04,0.154,0.138,1,15,0.778,8.5,3488.99,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00607,New South Wales,referral,silver,packs,21,24,3180.2,132.51,0.097,0.041,1,16,0.841,8,4229.67,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00608,Western Australia,organic,bronze,jackets,2,5,294.22,58.84,0.229,0.05,0,15,0.66,7,335.41,0,Emerging-shoppers,Second-purchase education sequence
C-00609,New South Wales,search,gold,apparel,43,20,3537.14,176.86,0.073,0.053,0,1,0.818,9.5,5482.57,0,VIP-loyalists,Early access and premium bundle
C-00610,Western Australia,retail-store,none,camp,25,17,1553.85,91.4,0.159,0.092,0,36,0.503,8.8,2128.77,0,Frequent-regulars,Free shipping threshold reminder
C-00611,Western Australia,retail-store,bronze,packs,14,2,132.77,66.39,0.245,0.101,2,23,0.785,6.7,167.29,1,Emerging-shoppers,Second-purchase education sequence
C-00612,South Australia,paid-social,none,accessories,8,5,432.33,86.47,0.18,0.121,2,20,0.656,7.8,518.8,0,Emerging-shoppers,Second-purchase education sequence
C-00613,Victoria,organic,silver,hydration,2,5,372.95,74.59,0.184,0.112,2,22,0.656,8.4,425.16,0,Emerging-shoppers,Second-purchase education sequence
C-00614,Western Australia,search,silver,recovery,26,18,2402.53,133.47,0.121,0.061,0,19,0.701,8.1,3315.49,1,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00615,Queensland,organic,none,packs,8,2,115.49,57.75,0.215,0.127,1,17,0.603,7.4,138.59,0,Emerging-shoppers,Second-purchase education sequence
C-00616,Western Australia,search,silver,jackets,17,6,536.12,89.35,0.311,0.169,4,150,0.464,6.1,691.59,1,Lapsing-customers,Win-back offer with service recovery
C-00617,Western Australia,retail-store,silver,hydration,34,20,2245.73,112.29,0.082,0.144,0,18,0.674,7.3,3278.77,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00618,New South Wales,retail-store,bronze,camp,8,1,44.56,44.56,0.226,0.1,3,16,0.547,8.5,53.47,0,Emerging-shoppers,Second-purchase education sequence
C-00619,New South Wales,retail-store,silver,hydration,16,9,721.56,80.17,0.273,0.05,2,32,0.598,7.1,923.6,0,Frequent-regulars,Free shipping threshold reminder
C-00620,Western Australia,paid-social,bronze,accessories,10,3,268.94,89.65,0.183,0.068,0,19,0.519,6.8,328.11,0,Emerging-shoppers,Second-purchase education sequence
C-00621,Queensland,organic,silver,recovery,38,12,1654.26,137.85,0.117,0.062,2,12,0.852,9,2481.39,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00622,New South Wales,paid-social,silver,apparel,25,13,1062.17,81.71,0.204,0.11,2,31,0.53,7.1,1455.17,0,Frequent-regulars,Free shipping threshold reminder
C-00623,South Australia,search,gold,apparel,26,29,5010.91,172.79,0,0.032,0,4,0.726,7.9,6915.06,1,VIP-loyalists,Early access and premium bundle
C-00624,South Australia,paid-social,bronze,accessories,17,3,232.44,77.48,0.254,0.114,0,18,0.556,6.8,299.85,0,Emerging-shoppers,Second-purchase education sequence
C-00625,Victoria,retail-store,gold,apparel,37,30,5002.77,166.76,0.097,0.04,0,1,0.826,9.3,7454.13,0,VIP-loyalists,Early access and premium bundle
C-00626,Victoria,referral,silver,recovery,28,21,2883.15,137.29,0.104,0.074,1,11,0.596,8.6,4036.41,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00627,Western Australia,paid-social,silver,apparel,27,7,591.81,84.54,0.422,0.153,4,100,0.351,6.6,822.62,1,Lapsing-customers,Win-back offer with service recovery
C-00628,South Australia,search,none,jackets,25,13,1058.67,81.44,0.21,0.12,1,44,0.535,7.8,1450.38,0,Frequent-regulars,Free shipping threshold reminder
C-00629,Victoria,paid-social,bronze,jackets,20,14,1114.1,79.58,0.226,0.087,1,38,0.498,8.7,1470.61,0,Frequent-regulars,Free shipping threshold reminder
C-00630,Queensland,organic,bronze,packs,2,3,255.79,85.26,0.245,0.072,3,30,0.811,6.2,291.6,0,Emerging-shoppers,Second-purchase education sequence
C-00631,Queensland,paid-social,gold,accessories,35,22,2861.56,130.07,0.034,0.065,1,22,0.71,8,4206.49,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00632,South Australia,organic,gold,recovery,28,25,3313.48,132.54,0.085,0.058,2,18,0.791,8.2,4638.87,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00633,Western Australia,search,bronze,recovery,20,14,1145.35,81.81,0.237,0.079,1,37,0.656,7.6,1511.86,0,Frequent-regulars,Free shipping threshold reminder
C-00634,South Australia,search,silver,apparel,9,6,405.09,67.52,0.173,0.173,0,26,0.6,7.9,490.16,0,Emerging-shoppers,Second-purchase education sequence
C-00635,Queensland,paid-social,none,apparel,33,7,526.42,75.2,0.344,0.205,3,73,0.126,5.9,763.31,1,Lapsing-customers,Win-back offer with service recovery
C-00636,Tasmania,referral,none,footwear,21,5,421.48,84.3,0.355,0.185,1,88,0.09,6.7,560.57,0,Lapsing-customers,Win-back offer with service recovery
C-00637,South Australia,retail-store,none,packs,4,2,146.1,73.05,0.176,0.083,1,20,0.528,7.1,169.48,0,Emerging-shoppers,Second-purchase education sequence
C-00638,New South Wales,search,silver,footwear,2,5,359.94,71.99,0.293,0.114,0,22,0.597,7.3,410.33,0,Emerging-shoppers,Second-purchase education sequence
C-00639,Western Australia,retail-store,none,hydration,31,15,1204.79,80.32,0.244,0.037,1,29,0.733,7.7,1722.85,0,Frequent-regulars,Free shipping threshold reminder
C-00640,Western Australia,retail-store,bronze,apparel,30,10,867.32,86.73,0.19,0.143,2,28,0.683,7.7,1231.59,0,Frequent-regulars,Free shipping threshold reminder
C-00641,Victoria,retail-store,gold,hydration,45,19,3335.87,175.57,0.076,0.105,0,5,0.978,9,5237.32,0,VIP-loyalists,Early access and premium bundle
C-00642,South Australia,retail-store,none,packs,27,6,450.96,75.16,0.397,0.143,3,111,0.296,5.6,626.83,1,Lapsing-customers,Win-back offer with service recovery
C-00643,Western Australia,paid-social,silver,recovery,32,34,5838.5,171.72,0.023,0.092,2,2,0.809,9.8,8407.44,0,VIP-loyalists,Early access and premium bundle
C-00644,South Australia,referral,silver,camp,19,14,1251.63,89.4,0.213,0.096,1,35,0.497,8.6,1639.64,0,Frequent-regulars,Free shipping threshold reminder
C-00645,Tasmania,organic,silver,footwear,5,4,268.04,67.01,0.28,0.09,1,16,0.709,8.9,313.61,0,Emerging-shoppers,Second-purchase education sequence
C-00646,South Australia,retail-store,gold,jackets,36,19,2436.31,128.23,0.148,0.062,1,19,0.573,8.1,3605.74,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00647,South Australia,paid-social,gold,jackets,20,24,3003.02,125.13,0.092,0.065,0,18,0.736,9.2,3963.99,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00648,Tasmania,organic,bronze,hydration,25,7,525.41,75.06,0.287,0.191,1,108,0.02,6.7,719.81,1,Lapsing-customers,Win-back offer with service recovery
C-00649,Western Australia,referral,silver,footwear,31,12,1501.04,125.09,0.108,0.025,1,20,0.612,10,2146.49,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00650,Tasmania,paid-social,none,footwear,25,11,966.61,87.87,0.2,0.135,3,37,0.567,6.9,1324.26,0,Frequent-regulars,Free shipping threshold reminder
C-00651,Tasmania,retail-store,none,packs,25,18,1387.58,77.09,0.095,0.064,2,28,0.38,7.7,1900.98,0,Frequent-regulars,Free shipping threshold reminder
C-00652,Tasmania,retail-store,none,hydration,18,9,659.41,73.27,0.264,0.163,3,127,0.097,5.5,857.23,1,Lapsing-customers,Win-back offer with service recovery
C-00653,South Australia,organic,none,accessories,19,10,837.83,83.78,0.241,0.071,2,23,0.629,7.3,1097.56,0,Frequent-regulars,Free shipping threshold reminder
C-00654,Queensland,retail-store,bronze,apparel,17,16,1309.18,81.82,0.351,0.099,1,34,0.579,7.7,1688.84,1,Frequent-regulars,Free shipping threshold reminder
C-00655,Western Australia,paid-social,bronze,accessories,28,8,564.31,70.54,0.352,0.114,3,99,0.065,4.9,790.03,0,Lapsing-customers,Win-back offer with service recovery
C-00656,New South Wales,paid-social,none,accessories,28,12,998.19,83.18,0.138,0.062,2,26,0.722,6.8,1397.47,0,Frequent-regulars,Free shipping threshold reminder
C-00657,Tasmania,paid-social,silver,hydration,23,6,418.89,69.81,0.244,0.152,1,124,0.203,6,565.5,1,Lapsing-customers,Win-back offer with service recovery
C-00658,New South Wales,search,bronze,accessories,16,11,988.49,89.86,0.183,0.084,0,35,0.49,7.6,1265.27,0,Frequent-regulars,Free shipping threshold reminder
C-00659,South Australia,retail-store,none,footwear,30,15,1302.94,86.86,0.187,0.042,0,31,0.666,8.6,1850.17,0,Frequent-regulars,Free shipping threshold reminder
C-00660,Queensland,organic,silver,footwear,39,36,6289.49,174.71,0.038,0.043,2,9,0.751,9.1,9497.13,0,VIP-loyalists,Early access and premium bundle
C-00661,Queensland,retail-store,bronze,camp,29,6,486.8,81.13,0.234,0.156,3,135,0.087,5.9,686.39,1,Lapsing-customers,Win-back offer with service recovery
C-00662,Queensland,search,bronze,accessories,28,5,370.69,74.14,0.272,0.126,3,170,0.351,6.1,518.97,1,Lapsing-customers,Win-back offer with service recovery
C-00663,New South Wales,retail-store,silver,camp,12,4,224.39,56.1,0.272,0.109,0,24,0.773,6.7,278.24,1,Emerging-shoppers,Second-purchase education sequence
C-00664,South Australia,retail-store,none,packs,15,14,1238.2,88.44,0.15,0.074,1,24,0.556,6.5,1572.51,0,Frequent-regulars,Free shipping threshold reminder
C-00665,Tasmania,referral,silver,packs,26,10,916.17,91.62,0.229,0.116,2,22,0.543,7.5,1264.31,0,Frequent-regulars,Free shipping threshold reminder
C-00666,Queensland,search,silver,hydration,26,7,495.15,70.74,0.28,0.177,2,199,0.14,5,683.31,1,Lapsing-customers,Win-back offer with service recovery
C-00667,South Australia,paid-social,bronze,packs,22,15,1109.46,73.96,0.2,0.064,3,27,0.557,9.1,1486.68,1,Frequent-regulars,Free shipping threshold reminder
C-00668,Western Australia,paid-social,silver,packs,23,20,2619.7,130.99,0.14,0,1,23,0.593,8.3,3536.6,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00669,New South Wales,organic,none,accessories,23,12,1079.24,89.94,0.192,0.069,1,38,0.573,8.6,1456.97,0,Frequent-regulars,Free shipping threshold reminder
C-00670,Victoria,retail-store,silver,apparel,26,14,1172.66,83.76,0.157,0.122,2,25,0.666,7.1,1618.27,0,Frequent-regulars,Free shipping threshold reminder
C-00671,Victoria,paid-social,silver,apparel,35,18,2424.89,134.72,0.189,0.072,2,16,0.524,8.1,3564.59,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00672,Western Australia,organic,none,hydration,10,3,206.8,68.93,0.267,0.083,0,17,0.621,7.9,252.3,0,Emerging-shoppers,Second-purchase education sequence
C-00673,Tasmania,paid-social,none,camp,5,3,211.49,70.5,0.255,0.087,0,16,0.648,8.3,247.44,0,Emerging-shoppers,Second-purchase education sequence
C-00674,Tasmania,search,gold,recovery,36,28,4784.87,170.89,0.05,0.077,0,6,0.98,8.2,7081.61,0,VIP-loyalists,Early access and premium bundle
C-00675,New South Wales,retail-store,none,apparel,2,4,311.71,77.93,0.16,0.063,1,23,0.736,7.7,355.35,0,Emerging-shoppers,Second-purchase education sequence
C-00676,South Australia,retail-store,none,footwear,16,4,255.8,63.95,0.316,0.114,1,21,0.753,7.4,327.42,0,Emerging-shoppers,Second-purchase education sequence
C-00677,Western Australia,organic,none,footwear,25,8,623.31,77.91,0.373,0.134,2,115,0.169,6.2,853.93,1,Lapsing-customers,Win-back offer with service recovery
C-00678,Tasmania,referral,bronze,accessories,10,6,448.19,74.7,0.206,0.083,2,21,0.841,8.5,546.79,0,Emerging-shoppers,Second-purchase education sequence
C-00679,Western Australia,referral,silver,footwear,28,22,3064.42,139.29,0.148,0.103,3,18,0.655,7.8,4290.19,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00680,Queensland,retail-store,bronze,recovery,3,1,74.18,74.18,0.292,0.123,0,19,0.662,7.5,85.31,0,Emerging-shoppers,Second-purchase education sequence
C-00681,Tasmania,referral,none,apparel,11,4,294.77,73.69,0.28,0.081,0,21,0.7,7.3,362.57,1,Emerging-shoppers,Second-purchase education sequence
C-00682,New South Wales,organic,none,jackets,20,12,1055.91,87.99,0.131,0.07,1,31,0.445,7.5,1393.8,0,Frequent-regulars,Free shipping threshold reminder
C-00683,Western Australia,organic,bronze,footwear,23,10,848.86,84.89,0.174,0.074,2,14,0.609,9.2,1145.96,1,Frequent-regulars,Free shipping threshold reminder
C-00684,New South Wales,search,none,accessories,2,3,191.83,63.94,0.231,0.06,0,24,0.416,7.1,218.69,0,Emerging-shoppers,Second-purchase education sequence
C-00685,South Australia,search,silver,packs,29,13,1903.25,146.4,0.21,0.055,2,16,0.613,8.4,2683.58,0,High-value-loyalists,Loyalty upgrade with category cross-sell
